img_path|caption|noun
dev-1033-1-img1|A white horse-drawn carriage with people sitting in it travels down a gray road. The carriage has a white canopy and the horse has a white leg. A woman with red hair sits in the carriage, holding a basket. A man wearing a black suit stands behind the horse, holding the reins. Two women sit in the carriage, one wearing a pink shirt and the other wearing a green dress. The man's suit is black, and the woman's hair is red. The horse is white, and the carriage has white wheels. The lady is light-skinned and is wearing a green dress. The back tire of the carriage is worn, and the front wheel has spokes. The bark of a tree is visible in the background. People sit in the buggy, which is also white|Carriage
dev-1033-3-img1|a horse cart. Here we can see a person sitting on the cart. In the background, we can see the trees. This is a sky with clouds|Horse
dev-1033-0-img1|a horse and a cart. There is a person standing in the cart. In the background of the image there are trees, water and other objects. At the bottom of the image there is the grass|Cart
dev-8-3-img1|A horse-drawn carriage with a man and child riding in it sits parked on the side of a gray asphalt road. The carriage is pulled by a brown horse, and the driver is a man wearing blue jeans and a white and blue shirt. The passenger is a little boy riding in the wagon. The wagon has a black wheel and a wooden railing. The road has a white line down the center, and there is a white painted line on the ground. A tall brown telephone pole and a large brown brick building are also visible in the image|Carriage
dev-1033-2-img0|a white color horse cart. In the background, we can see water, trees, houses, poles and sky|Carriage
dev-1033-2-img0|a white color horse cart. In the background, we can see water, trees, houses, poles and sky|Horse
dev-143-0-img1|a person wearing a mask and holding an injection in his hands|Woman
dev-1052-2-img0|a woman drinking a bottle|Woman
dev-143-2-img1|a man wearing a white color coat, tie, spectacles and holding a syringe in his hands|Doctor
dev-143-2-img1|a man wearing a white color coat, tie, spectacles and holding a syringe in his hands|Nurse
dev-143-2-img1|a man wearing a white color coat, tie, spectacles and holding a syringe in his hands|Syringe
dev-144-3-img0|a dog on the ground. We can also see a belt tied to its neck|Puppy
dev-1033-2-img0|a white color horse cart. In the background, we can see water, trees, houses, poles and sky|Horses
dev-1033-3-img1|a horse cart. Here we can see a person sitting on the cart. In the background, we can see the trees. This is a sky with clouds|Horse
dev-1033-3-img0|a horse cart. There are two persons sitting in the cart. There is a woman standing on the ground. In the background of the image there are trees, sky and clouds. At the bottom of the image there is grass|Horse
dev-938-0-img1|a person sitting in a cart and a horse is tied to it. In the background we can see a fence and trees|Carriage
dev-1033-0-img1|a horse and a cart. There is a person standing in the cart. In the background of the image there are trees, water and other objects. At the bottom of the image there is the grass|Cart
dev-639-2-img0|A horse is pulling a carriage with two people on it|Cart
dev-618-1-img0|a horse and a cart. There are few people in the image. There is a wooden fence in the image. There are many trees in the image. There is a building in the image. There is a sky in the image. There is a grass in the image|Horse
dev-1033-3-img1|a horse cart. Here we can see a person sitting on the cart. In the background, we can see the trees. This is a sky with clouds|Horse
dev-1033-3-img1|a horse cart. Here we can see a person sitting on the cart. In the background, we can see the trees. This is a sky with clouds|Horse
dev-1035-1-img0|a blue color object|Tube
dev-1035-0-img1|a pink color object|Paint
dev-1035-0-img0|a cylinder|Cup
dev-197-0-img1|a person holding a dog. In the background there are trees|Dog
dev-125-1-img1|A dog sits on the ground next to a person, its black nose and dark brown ears visible. The dog's paws and white paws are on the ground, and its tail is wagging. The person has blue jeans and a red bowl with food in it. The dog has a black nose and a brown tail. The ground is dark red and made of stone tiles. There is a white box and a red bowl on the ground. The dog is tan and black, and its eyes are looking at the camera|Dog
dev-144-0-img1|a dog on the grass|Dog
dev-1035-3-img1|A blue vase with a unique design sits on a white table. The vase is cylindrical in shape and has a blue color. There are five cutouts of hexagons on the vase. The hexagons are blue and have a light blue background. The vase is made of hard plastic and has a glossy finish. The light is shining on the vase and casting a shadow on the table. The background of the image is white|Vase
dev-1035-3-img0|A close up view of a cylindrical shaped transparent light that is shaped like a cup and is standing upright, the light is a neon green color and is placed in a room with very dark lighting. The light has black detailing on its surface that is visible within the light, the dark detailing can be seen along the cup and are vertically positioned and spaced evenly apart. The top of the cup has a circular cut out of a flower, directly above the flower is a cut out of a moon|Light
dev-107-1-img0|a mobile phone|Phone
dev-1035-1-img0|a blue color object|Blue cup
dev-1035-1-img0|a blue color object|Object
dev-1035-1-img0|a blue color object|Blue
dev-228-1-img0|a dog holding a red color object in its mouth. In the background we can see the grass|Car
dev-605-2-img1|four dogs sitting in the car|Car
dev-144-3-img0|a dog on the ground. We can also see a belt tied to its neck|Puppy
dev-1035-3-img0|A close up view of a cylindrical shaped transparent light that is shaped like a cup and is standing upright, the light is a neon green color and is placed in a room with very dark lighting. The light has black detailing on its surface that is visible within the light, the dark detailing can be seen along the cup and are vertically positioned and spaced evenly apart. The top of the cup has a circular cut out of a flower, directly above the flower is a cut out of a moon|Vase
dev-1035-2-img0|a water bottle|Bottle
dev-1035-0-img0|a cylinder|Bottle
dev-358-1-img1|a water bottle|Perfume
dev-393-0-img1|a perfume bottle and a box|Soap
dev-153-2-img1|three soap dispensers|Neon
dev-1035-3-img0|A close up view of a cylindrical shaped transparent light that is shaped like a cup and is standing upright, the light is a neon green color and is placed in a room with very dark lighting. The light has black detailing on its surface that is visible within the light, the dark detailing can be seen along the cup and are vertically positioned and spaced evenly apart. The top of the cup has a circular cut out of a flower, directly above the flower is a cut out of a moon|Light
