img_path|caption
dev-144-3-img0|a dog on the ground. We can also see a belt tied to its neck.
dev-1033-2-img0|a white color horse cart. In the background, we can see water, trees, houses, poles and sky.
dev-1033-3-img1|a horse cart. Here we can see a person sitting on the cart. In the background, we can see the trees. This is a sky with clouds.
dev-1033-3-img0|a horse cart. There are two persons sitting in the cart. There is a woman standing on the ground. In the background of the image there are trees, sky and clouds. At the bottom of the image there is grass.
dev-938-0-img1|a person sitting in a cart and a horse is tied to it. In the background we can see a fence and trees.
dev-1033-0-img1|a horse and a cart. There is a person standing in the cart. In the background of the image there are trees, water and other objects. At the bottom of the image there is the grass.
dev-639-2-img0|A horse is pulling a carriage with two people on it.
dev-618-1-img0|a horse and a cart. There are few people in the image. There is a wooden fence in the image. There are many trees in the image. There is a building in the image. There is a sky in the image. There is a grass in the image.
dev-1033-3-img1|a horse cart. Here we can see a person sitting on the cart. In the background, we can see the trees. This is a sky with clouds.
dev-1033-3-img1|a horse cart. Here we can see a person sitting on the cart. In the background, we can see the trees. This is a sky with clouds.
dev-1035-1-img0|a blue color object.
dev-1035-0-img1|a pink color object.
dev-1035-0-img0|a cylinder.
dev-197-0-img1|a person holding a dog. In the background there are trees.
dev-125-1-img1|A dog sits on the ground next to a person, its black nose and dark brown ears visible. The dog's paws and white paws are on the ground, and its tail is wagging. The person has blue jeans and a red bowl with food in it. The dog has a black nose and a brown tail. The ground is dark red and made of stone tiles. There is a white box and a red bowl on the ground. The dog is tan and black, and its eyes are looking at the camera.
dev-144-0-img1|a dog on the grass.
dev-1035-3-img1|A blue vase with a unique design sits on a white table. The vase is cylindrical in shape and has a blue color. There are five cutouts of hexagons on the vase. The hexagons are blue and have a light blue background. The vase is made of hard plastic and has a glossy finish. The light is shining on the vase and casting a shadow on the table. The background of the image is white.
dev-1035-3-img0|A close up view of a cylindrical shaped transparent light that is shaped like a cup and is standing upright, the light is a neon green color and is placed in a room with very dark lighting. The light has black detailing on its surface that is visible within the light, the dark detailing can be seen along the cup and are vertically positioned and spaced evenly apart. The top of the cup has a circular cut out of a flower, directly above the flower is a cut out of a moon.
dev-107-1-img0|a mobile phone.
dev-1035-1-img0|a blue color object.
dev-1035-1-img0|a blue color object.
dev-1035-1-img0|a blue color object.
dev-228-1-img0|a dog holding a red color object in its mouth. In the background we can see the grass.
dev-605-2-img1|four dogs sitting in the car.
dev-144-3-img0|a dog on the ground. We can also see a belt tied to its neck.
dev-1035-3-img0|A close up view of a cylindrical shaped transparent light that is shaped like a cup and is standing upright, the light is a neon green color and is placed in a room with very dark lighting. The light has black detailing on its surface that is visible within the light, the dark detailing can be seen along the cup and are vertically positioned and spaced evenly apart. The top of the cup has a circular cut out of a flower, directly above the flower is a cut out of a moon.
dev-1035-2-img0|a water bottle.
dev-1035-0-img0|a cylinder.
dev-358-1-img1|a water bottle.
dev-393-0-img1|a perfume bottle and a box.
dev-153-2-img1|three soap dispensers.
dev-1035-3-img0|A close up view of a cylindrical shaped transparent light that is shaped like a cup and is standing upright, the light is a neon green color and is placed in a room with very dark lighting. The light has black detailing on its surface that is visible within the light, the dark detailing can be seen along the cup and are vertically positioned and spaced evenly apart. The top of the cup has a circular cut out of a flower, directly above the flower is a cut out of a moon.
dev-1035-3-img0|A close up view of a cylindrical shaped transparent light that is shaped like a cup and is standing upright, the light is a neon green color and is placed in a room with very dark lighting. The light has black detailing on its surface that is visible within the light, the dark detailing can be seen along the cup and are vertically positioned and spaced evenly apart. The top of the cup has a circular cut out of a flower, directly above the flower is a cut out of a moon.
dev-1035-3-img0|A close up view of a cylindrical shaped transparent light that is shaped like a cup and is standing upright, the light is a neon green color and is placed in a room with very dark lighting. The light has black detailing on its surface that is visible within the light, the dark detailing can be seen along the cup and are vertically positioned and spaced evenly apart. The top of the cup has a circular cut out of a flower, directly above the flower is a cut out of a moon.
dev-144-3-img0|a dog on the ground. We can also see a belt tied to its neck.
dev-144-3-img0|a dog on the ground. We can also see a belt tied to its neck.
